DeviceID,GASMETERID,block_code
20176505,,1013
18039530,,1013
18019575,,1013
17940715,,1013
56506636,,1013
56763583,41119958,1013
57057479,,1013
57059382,,1013
57057486,,1013
18019576,,1013
57057481,,1013
29026570,,1013
18039263,,1013
18019577,,1013
56506654,,1013
85116881,54460503,1002
85116882,,1002
85116883,54356370,1002
85116850,92337861,1002
85116884,54460113,1002
11566005,,3000
20176590,,3000
20377604,,3000
11525074,,3000
11571367,,3000
20176561,,3000
31801873,,3000
20176559,,3000
11565987,,3000
18039259,,3000
30731158,,3000
30727274,90156007,3000
30731160,,3000
18039292,,3000
18039194,,3000
30727268,,3000
30727249,,3000
30727273,,3000
20176571,,3000
30727314,,3000
30727223,,3000
30387692,35591489,3001
30387676,35612157,3001
11549596,49760307,3001
18039284,49761246,3001
18039504,56354875,3001
18039502,49761265,3001
18039285,49760433,3001
18039283,,3001
11571345,49761844,3001
11571366,49761820,3001
18039286,90953575,3001
18039516,49760314,3001
18039503,49760644,3001
57532082,49760452,3000
31773060,,4007
83779387,,1011
29619352,,1011
56107409,,1011
29619036,46335274,2012
20380961,,2012
20376714,,2012
18038740,,2012
31803435,46335153,2012
31801200,46340827,2012
31744873,54356335,2013
31809104,,2013
31804873,56354478,2013
31809098,54363562,2013
18038732,54378662,2012
18038731,92338158,2012
18038741,92337914,2012
31744872,46301561,2013
31744874,46335363,2013
31809107,46300991,2012
31802528,,2012
20381039,46301866,2013
31801508,,2013
20378960,46335163,2012
31800862,40474101,2013
31800860,40474753,2013
31800849,56365786,2012
31805084,54459617,2013
31801357,56356195,2013
20380942,94746292,2012
20376666,54460245,2013
338379484,49755913,1010
29339937,49767186,1010
338379103,,1010
338379101,49756199,1010
338379102,,1010
338379318,,1010
338379319,,1010
85116907,,1010
85116906,,1010
338379457,90974860,1010
338379459,90974859,1010
338379322,90972390,1010
338379323,46300535,1010
85116801,46300380,1010
338379170,40474516,1010
338379297,90953488,1010
338379298,,1010
85116802,90974887,1010
338379342,,1010
338379343,,1010
338379486,90953465,1010
338379317,,1010
338379321,,1010
85116804,54355464,1010
85116981,,1010
85116984,,1010
85116983,,1010
85116982,,1010
338379084,,1010
338379085,,1010
338379458,49755918,1010
338379100,49746867,1010
85116803,54354619,1010
338379275,90972294,1010
338379320,46300257,1010
338379456,54363592,1010
338379487,49756290,1010
338379316,,1010
338379341,46300113,1010
338379340,49756302,1010
338379299,90953474,1010
338379296,,1010
85116908,94746069,1010
85116905,94746256,1010
338379087,46335066,1010
338379086,90974192,1010
18205007,,4005
18205000,,4005
18039525,54460291,1009
18039524,56361564,1009
5827284,40474656,4005
18205044,97049392,4005
5827280,40488467,4005
18205039,40489117,4005
18205024,40489105,4005
18205043,49767166,4005
31801825,56356120,4005
18205006,56364753,4005
18039526,54356295,1009
18039527,92337805,1009
18205001,46302028,1009
30129170,46302003,5001
18204842,51989018,5001
18204861,54355674,5001
30729214,49747147,5001
30729215,,5001
57553392,35567568,5001
30729247,46263622,5001
30128628,49755860,5001
52062032,49760891,5001
83769892,49746979,2017
83769891,35587993,2019
83779558,92337950,1010
20378360,56355498,3015
31802527,56356117,3016
31804059,46263153,3015
20377646,54443927,3016
31802063,56356034,3015
31805933,35591503,3016
20376870,40488739,3016
20378378,92337828,3015
30525860,56355533,3015
31805103,,2011
31800898,,2012
30677510,,2011
31804268,,2011
31805087,,2012
31804267,,2012
31804265,,2012
31116130,46301905,3002
57531803,33418698,3002
31803139,90974970,3002
31802136,46300829,3002
20378966,49747184,3001
31802151,35568320,3002
52061945,49746789,3002
83769783,56354859,3002
57532856,90974993,3001
31803128,46302423,3002
31802152,40488046,3002
57532857,46301328,3001
31048233,,3008
57059638,,3008
20176522,,3008
30527368,97064100,3007
30527389,40474658,3007
31806322,,3007
20377626,94746269,3007
29926187,56354653,3008
29926185,54460365,3008
29026563,,3008
31051110,49755649,3008
31048786,,3008
31051055,49755577,3008
31804335,49756179,3008
31045045,49756219,3008
20176509,46263848,3007
57059702,46263904,3007
20380350,54327643,3008
20376628,46263717,3008
20380320,35566408,3008
30387874,90974336,3003
30387875,94746273,3003
30340879,94746259,3003
52300944,90974323,3003
30387869,,3003
30340867,94746185,3003
30340878,90972419,3003
30387887,,3003
30387866,90974195,3003
30387859,35586462,3003
52300931,,3003
30387858,49747475,3003
83779500,90008221,1018
83779607,93277914,2033
30524687,97048954,1005
30524890,90972410,1005
30524891,90971820,1005
30524921,97047012,1005
30524670,,1005
30524888,49747233,1005
30524668,90974287,1005
30524672,,1005
20394619,,2007
20394556,,2007
20394567,,2007
20394621,,2007
20394620,,2007
20393623,,2007
20394566,,2007
20394754,,2007
20394622,,2007
20394610,,2007
20393602,,2007
20393582,,2007
20394611,,2007
20393603,,2007
20393581,,2007
20394609,,2007
20394608,,2007
20394607,,2007
20393738,,2007
20394613,,2007
20394612,,2007
20394618,,2007
31019650,,2007
20394101,,2007
20394673,,2007
20394671,,2007
20394666,,2007
31019652,,2007
20394660,,2007
31019653,,2007
20394107,,2007
20376730,94746174,1012
31044989,92351733,4011
31800919,33418226,1012
31804230,40474535,1012
20379591,92337836,1012
20378945,,1012
31043043,46295480,4011
20380290,46302200,1012
20378946,46295483,1012
31043101,,1012
31800904,92337583,1012
20376731,46302223,1012
20380288,54458166,1012
31034144,,4011
20378952,90972142,1012
31800890,54459943,1012
83771660,49755887,3002
20868414,,3002
20377746,46302060,2005
31048744,54460193,2006
20377734,46264155,2006
31048919,49768307,2006
31049941,33466361,2006
20378923,49761594,2005
31048972,90972118,2006
20377764,,2005
31048963,49760800,2006
31048906,56356453,2006
31803243,,2005
31048756,49760347,2006
20377688,35567465,2006
20376819,40490230,2006
31048973,40474436,2006
56506720,49755473,2005
18002775,,1025
18002762,,1026
18002763,,1025
18002784,,1025
31801600,46301576,4010
31806240,,4010
31804839,54354564,4010
31804825,49760814,4010
77133749,,2028
31803416,33418700,2002
31803417,33418879,2002
28357431,90974841,2002
28357423,90974903,2002
28006100,90974188,2002
18195578,,2002
31806035,,2002
20380201,40488483,2002
20376880,,2002
18204349,,2006
18204366,,2006
56999766,40474146,2002
56999768,33419043,2002
31805806,51989178,2002
31805803,,2002
30128625,,1020
56506689,,1014
31042159,,1014
31042180,,1020
31043273,,1014
31043272,,1014
18205045,46335087,1010
18203448,56354053,1013
18203442,56354697,1013
18019481,90974946,1013
18204197,54363626,1010
18205018,54460377,1010
18203446,54458161,1010
23708662,90974260,1010
18019479,46197010,1013
18204994,56357002,1013
18205032,56354869,1013
18205031,33458083,1013
18204202,54356425,1010
20378333,,1010
18205057,94746139,1010
18019478,94746149,1010
20381003,49760430,4013
31043128,40482541,4013
31043063,35527502,4013
31044985,54363653,4013
31043062,92337549,4013
20380970,46295523,4013
20381031,40483064,4013
31045007,56354123,4013
20380375,40475216,4013
31044986,40483090,4013
20379594,56355654,4013
20379571,35568956,4013
31043046,49755722,4013
20381004,54362706,4013
31802080,40488571,2001
29340695,,2005
29340720,54460281,2005
18204877,46300496,2005
29340724,,2005
31042051,49756226,2001
20376102,35581718,2001
31802079,35568920,2001
20376098,35570853,2001
31801216,46263805,2001
31801217,46263804,2001
83769453,,2001
83771916,90009617,1001
83771750,,1002
83779427,100493969,1002
56971291,90114632,1001
20377579,33400381,1011
31802833,33400520,1011
31805835,92337481,1011
31805839,54341839,1011
20377566,33466261,1011
20377584,92337636,1011
31804057,33466460,1011
31804068,49761107,1011
31804072,46300239,1011
83771662,35051942,3003
21415730,,4002
20380203,54460126,1008
31801051,49768347,4002
20376877,90953521,1008
31801732,,1008
28357428,54363595,4002
31805826,,4002
28357418,54458025,4002
28357417,56356233,4002
83770498,,1018
83779361,34356163,1018
31801052,35582141,4010
31801054,46263903,4010
31803136,92337545,4005
31804346,49768485,4005
31803138,40475272,4005
31803137,54457994,4005
20376907,90953540,4010
20376901,54458155,4010
20379024,40488809,4010
31804914,46263616,4010
20380342,94746073,4010
31804713,,4010
83769791,,4005
20376935,54356432,4010
83770224,54459868,4010
20376933,54460260,4010
83779355,,1013
20380638,40474401,3003
20380620,40489120,3003
31048764,92338227,3010
20377013,92338225,3010
20376800,92337776,3010
31034102,49761732,3010
31034101,54460302,3010
31801167,46300388,3003
20379041,92338129,3003
20379042,92337848,3003
31806511,,3010
31802662,46335359,3010
31802675,46335393,3010
31802674,,3010
31802661,46335372,3010
29618967,,1002
56294783,54356334,1002
31802141,,1002
56294791,51962641,1002
29339926,40488066,1002
18198228,,1002
18203728,35609124,1002
56294786,54459999,1002
18203723,54363662,1002
30524897,49746913,2015
30524896,49747497,2015
85116834,46263907,2015
52061659,56356174,2015
52061629,,2015
52300813,49756203,2015
85116833,54363658,2015
31804199,94746370,2015
31744864,94746330,2015
52061663,49755966,2015
57553322,49768524,2015
52061658,49767223,2015
52061660,90974258,2015
52061714,90974805,2015
52298114,49756103,2015
52062005,,2015
52061632,49755987,2015
84459217,,2013
56764669,90971946,3003
52061943,97048922,3003
56976645,92337903,2000
57553370,49768569,2000
57531681,46302077,2000
30129101,46263642,2022
18205078,,4007
31043069,90972334,4007
31043068,92337522,4007
18038253,54458099,4007
31801607,56354245,4007
31806346,,4006
31806348,,4006
20376589,46195589,4007
31803329,46196929,4007
18038256,46300983,4006
18038255,46301127,4006
18205079,46335091,4007
31034027,46300970,4007
31034026,46301011,4007
31806344,46301682,4006
18204482,,4006
18195649,46301692,4006
18204453,46340626,4006
31043136,46334932,4007
18198258,40488268,4007
18205080,40475145,4007
20380635,,2015
20380633,,2015
31049938,92337873,2008
31051866,92337889,2008
52300917,40474015,2015
20380401,90972188,2008
20379072,40474085,2008
30387695,90972200,2015
83779580,,3002
31805981,46263597,3031
31802116,33466050,3031
20376970,35564424,3031
31803372,35569066,3031
83769710,,3031
31806017,92337552,3031
31042191,,3031
29619024,,3035
31806340,,3028
31806254,52195874,3028
56999833,54460336,1007
31045063,46300075,1007
57059611,49761515,1003
31043234,,1007
56999812,,1007
31043233,,1007
31043227,,1007
31043228,,1007
18204912,46263533,1007
57059525,46263453,1007
18204330,,1003
31801226,92351549,1003
57059746,92351853,1003
31801816,,1003
31802142,94746050,1003
57059612,49760004,1007
57059337,46334722,1003
20377055,33465096,1003
31045064,33466483,1003
31801513,,1003
18038746,54460002,1010
18038769,46301211,1010
57531714,90972321,1010
57533254,90972326,1010
83770477,,1008
20376719,54458041,1010
20377789,,1010
20381029,,1010
20376734,,1010
20381015,,1010
20376720,,1010
20378279,,1010
20393655,,1010
31026036,,1010
31026052,,1010
31772269,,1010
31026035,,1010
20381023,,1010
20377787,56354841,1010
20376737,,1010
20378274,,1010
31772787,,1010
31772275,,1010
20377788,,1010
20378275,,1010
31772270,,1010
11571362,,1010
31772648,,1010
20381025,,1010
20381019,,1010
31772770,,1010
31773040,35569778,1010
20378278,,1010
31772797,,1010
31801866,,1010
57533230,,1010
57533246,54460284,1010
85116769,33419086,1010
31801717,,1030
57533244,35611601,1010
56974328,,1010
57533247,40474022,1010
29619376,90972288,1010
11566792,,1010
31801615,,1010
52061976,94746251,2002
31801330,35567709,2002
83770119,54460497,2002
31801945,90974272,2002
31801944,49747187,2002
31801942,54460215,2002
30727237,92351965,2002
30128671,49760357,2002
31800909,92332031,2002
30128657,49769291,2002
31804840,54457749,2002
29026551,49761092,2002
20377623,46301927,1030
20377016,92351161,3026
20377571,33466593,3026
20377611,90971640,3023
56764315,54460265,3023
31805829,46263550,1030
20377042,46302168,3002
31802603,56356745,3002
31801061,46345390,3002
20376959,56354251,3002
20376004,49756244,3002
31802633,40488109,3002
20376958,46301909,3002
31802798,20295675,3002
31802802,90974252,3002
20377043,46295509,3002
55969054,46301522,3002
31800973,94746360,3003
30524660,49747151,3003
20380260,35569467,3003
20380979,46261779,3003
20379002,34349018,3003
11571364,40468723,3003
31802783,35568104,3003
31802791,35567565,3003
31048305,,2012
30524877,,2012
30527421,,2012
30525934,,2012
30525903,,2009
30525940,,2009
30525859,,2009
83771868,,1005
52062002,56354596,2017
52061955,35567474,2017
52061785,40481192,2017
20377619,,2017
20377616,,2017
52061797,49761009,2017
57533262,56354685,2017
52061786,40475148,2017
31033984,90974211,2017
52061784,90971773,2017
52061801,90972245,2017
52062023,,2017
52062040,35568056,2017
52062029,35564472,2017
20376773,,2017
31804730,54356329,2017
31804741,54472159,2017
20376638,54356158,1012
20379635,54459616,1012
31804285,46346014,1005
31804284,46346007,1005
31803109,40468332,1012
31043056,49747052,1012
56506679,49746768,1012
30128624,,1005
31803108,90972218,1005
31803107,,1005
31804283,56354204,1012
31804286,35581519,1005
31803110,49754338,1012
31800916,,1005
18204474,54458011,1005
29924979,,1005
18204454,49756359,1005
31801295,56354734,4003
31804312,49760853,4002
20381056,40474872,4003
31801268,46263635,4002
20376030,34356198,4003
31803390,40488941,4002
20376915,46302231,4003
20376063,46301716,4003
20376924,46301632,4003
31803364,56354523,4002
20376022,92337585,4003
31803361,40473956,4002
20378387,46334436,4003
20380652,49767270,4003
20379043,49769430,4003
20379047,,4003
18019501,56356824,4003
31802112,54460329,4003
31804325,,3004
20378996,,3004
31804497,35591432,3008
31804498,35564446,3008
31804324,,3004
31804323,49747286,3004
31800101,,3004
31801192,40490268,3004
31804852,54458028,3008
31804851,54458078,3008
31800100,49747201,3004
31805115,56356116,3004
20377081,,3004
20377726,54355441,3004
31802108,49760732,3004
31800098,,3004
31804499,33466467,3008
31804500,56357024,3008
31805093,49767912,3004
31805075,49767905,3004
28357389,90971832,3004
28357392,,3004
28357390,46263610,3004
31800887,49760753,3004
31806427,46300617,3005
31806426,46300742,3005
31806425,46300728,3005
20376673,46334875,3008
20378978,54362821,3008
20376682,,3008
20376983,,3004
31804835,56361496,3008
31804834,54356196,3008
57554331,,3008
56763342,,1005
20394068,,1005
17518429,,1005
20336866,,1005
31019634,,1005
29995113,,3007
28006095,49760457,3008
30527414,,3007
30527415,49760352,3007
30527420,,3008
31809068,35568205,3007
30527417,46335203,3008
20376598,33419479,3008
31043072,33418664,3008
57553376,,3007
83779537,40489233,1020
30525921,,2009
30525911,,2009
30525913,90156044,2009
30525910,,2009
56506700,,2009
56506727,,2009
56506713,,2009
56294820,,2009
31050877,,2009
31050878,,2009
11566805,,2009
52303533,,2009
11566766,,2009
57553450,,2009
30978873,,2009
31043153,,2009
31043174,,2009
31048489,,2009
84259986,90113817,1007
84259982,,1007
84259983,,1007
84259985,,1007
84259984,,1007
18203840,46300632,1007
18204358,92337945,1007
31772253,,2019
31802125,,1007
31806299,92338222,1007
20376655,92338232,1007
31801967,56354258,1007
31801968,54362791,1007
31801679,,1007
20376813,,1007
20376812,94746117,1007
18204337,49755742,1007
18204275,49760934,1007
18204343,49755731,1007
18204335,49755668,1007
31802128,,1007
31048954,40488272,1007
83769752,,1007
83769448,,1007
30848576,49761234,1007
56976520,46334605,3009
31804389,46335049,3008
31804388,49761827,3008
20376672,49755496,3008
31800099,46295477,3009
31803389,,3009
20378975,46300720,3009
20376081,49769320,3009
31809125,46301973,3008
31809126,54363209,3008
20378988,,3008
20378961,,3008
52300896,,3009
20378973,46302263,3008
20376681,97064057,3008
31804391,40472275,3009
31804390,40474503,3009
20378351,35569181,3014
83770225,46334994,3014
83769760,90972270,3014
56999872,90974934,3014
83769815,54457764,4013
31804828,33418931,4013
29926170,46263661,4013
29926136,46301323,4013
83769816,33466463,4013
20380997,40488928,4013
31048896,49756453,4013
31048902,49756459,4013
83769817,46261480,4008
31803448,90971804,4008
31032638,,4013
31005303,46335090,4013
31032637,46335078,4013
31032643,,4013
31005314,40474184,4013
20380991,46255257,4013
20380988,46264309,4013
20376701,97049033,1010
20380986,,1010
20380664,,1011
20381028,97049227,1010
20380985,,1010
31032656,,1011
56291299,97049243,1010
28013061,46335209,4002
31804224,46335012,4002
31048957,,4002
31048956,,4001
28013048,46301021,4001
28013060,90974894,4002
28007558,54356207,4002
28013049,56356097,4002
28013062,33465988,4002
28013063,,4002
29903209,46300511,4002
28007647,90974985,4002
31805841,46334596,4001
20376809,46345407,4001
28011991,49756349,4002
83769446,,3002
29926193,,3002
83779349,,1002
338379360,90974866,1016
338379363,90974881,1016
55968259,56355537,1016
55969137,,1016
55968254,,1016
338379312,54458089,1016
338379315,54460106,1016
20376780,90972372,1016
338379382,,1016
338379327,,1016
338379325,,1016
338379324,54457912,1016
338379326,54363213,1016
338379376,54458064,1016
338379377,,1016
20376051,54457989,1013
30129426,46301589,2011
31772696,,2001
20378247,40487866,1013
20378309,40488932,1013
31800869,40474921,1013
31800867,35567812,1013
17426933,,2011
17450001,56364532,2011
17450002,54380974,2011
17450010,54363141,2011
83769712,40474181,1013
31803396,40474189,1013
83769711,,1013
55728108,34356208,1009
20377669,46300787,3006
31802831,,3004
20377594,35549063,3004
20377627,54356413,3006
20376986,56356388,3006
31805972,90974899,3004
20377614,33458064,3004
20377676,54443932,3004
20377612,54378627,3004
18204276,46300477,1011
29926172,,1011
29926134,,1011
18203725,,1011
18203428,46302128,1011
18195917,56355702,1012
31042026,49746915,1012
29925017,,1011
18204300,,1012
30129069,97049390,1002
31805944,51971676,4001
31805954,,4001
20379662,56357128,4007
31042961,54363601,4007
31801761,,4001
20379673,35567510,4001
28013078,49761837,4007
31048314,46335040,4001
20379665,92337827,4001
31045000,40474076,4001
31806311,33466439,4007
31043215,35591039,4007
31043197,,4001
31043198,56364213,4007
20378937,,4007
57553384,49768749,3001
31802605,,3001
20376795,49746619,3001
31802608,,3001
31802609,,3001
18204411,56354504,3001
31804928,49760792,3001
31804927,49769167,3001
20380324,,3001
83770201,,2000
31807808,46263579,3001
31803437,46263499,3001
29619360,46263735,2001
52086148,,2025
83771793,,2023
56107407,,2025
56107399,49761421,2025
83779577,,2029
83769822,90974998,2000
18198233,46300315,2001
18204451,92337558,2003
83769848,46302292,2003
18205053,54460216,2003
52025014,,2000
83779278,90009974,2002
83779420,33570523,2002
56506638,35564462,3013
31049048,40487733,3013
20380625,,3009
31803166,46300579,3013
20377649,,3010
31803192,92338136,3013
31803258,,3009
31803169,54354579,3010
28013112,40474053,3013
31803221,33466356,3013
56506641,46264004,3013
31801290,,3009
56506619,33418796,3013
31803269,49768691,3009
31801414,54363636,3009
20376667,,3013
28013113,40475237,3013
31803257,,3009
83771808,90972115,3007
18204462,,1025
18203413,,1025
18203402,,1025
18203867,,1025
18204348,,1025
18204437,,1025
18203425,,1025
18203401,,1025
18204370,,1025
18204460,,1025
18203857,,1025
18204334,,1025
18204478,,1025
83770140,97064081,1015
83770141,97063777,1014
31801812,,1014
83770139,,1014
31804716,92337553,4002
20380291,90953596,4002
57531746,54457998,4002
20380940,94746216,4002
31804249,40475080,4002
31032644,46261674,4002
31803402,40488542,4002
31805946,,4002
31005313,46263621,4002
56764439,33419332,4002
31805088,90953587,3028
56976479,40488223,3028
31805105,35563183,3028
28779369,40472197,3028
57059355,90972140,3028
20377710,34356482,3028
31805104,49755870,3028
28779386,35569138,3028
28779384,54356190,3028
83771932,92337728,2013
20106504,56809653,2013
29995114,,2013
83779562,90008519,2013
83771689,92351473,2013
20176529,56366039,4009
18039540,40488774,4009
18039551,33418300,2011
18039549,33419096,2006
18039548,33418803,4009
18039550,40489014,2011
29026567,46334864,2011
31801752,56361588,2006
83771686,,1002
20377622,49761440,4000
20379079,,4000
20379080,,4000
20377618,49768478,4000
20376625,49768222,4000
20377593,46302040,4000
20377615,46301970,4000
20380261,46345428,4000
20379099,,4000
20379073,46301095,4000
20378390,46302107,4000
20378389,46302081,4000
20376945,,4000
20376925,,4000
29026294,40488398,1025
29026237,40474616,1025
29618321,49747339,1025
29027011,40474342,1025
29027008,46301712,1025
29339923,40474272,1025
56504328,46335207,1025
30387650,54356277,5001
30387654,90974868,5001
28779496,49746764,5001
28779511,92337783,5001
28779509,,5001
29339897,,5001
20379747,56356761,5001
20379778,,5001
20379775,49755704,5001
31806486,93277907,3002
30729196,54460469,5001
30729194,54460190,5001
83770099,,3002
30387644,49768068,5001
30387646,54363605,5001
30524863,54459610,5001
30524865,54460419,5001
85117667,35569147,2019
17516150,54459934,2019
17516149,54460179,2019
57580322,,2019
31026133,90972286,2019
84259942,54362624,2019
84259943,90972095,2019
84259944,,2019
84259945,90974813,2019
84259954,,2019
84259988,40475258,2019
83770236,94746125,2019
84259989,51989154,2019
84259957,40488504,2019
84259987,40488069,2019
84259956,40474867,2019
85117685,49747003,2019
85117675,49747387,2019
85117695,49747391,2019
85117694,49747413,2019
85117687,,2019
85117674,49747376,2019
85117693,54355497,2019
85117696,49747364,2019
85117686,49747365,2019
85117673,49747442,2019
20868491,,2019
56693278,,2019
83769996,56354884,2019
57253305,54362807,2019
83779640,100493922,2001
56976614,94746270,1009
56976612,94746235,1009
56976607,54457985,1009
56976556,54458061,1009
11565957,,1009
11566753,35564396,1009
11566749,,1009
11565955,,1009
56763228,40473769,1002
56504320,33419280,1009
56976451,56356969,1002
56976616,34356430,1002
56976464,56365782,1002
31116131,54363600,1002
20377687,90972033,1009
31045074,90972364,1009
31045072,,1009
31045073,54362827,1009
31045069,54460251,1009
20379093,49761014,2008
31801274,90974855,2008
31802177,94746240,2008
57533270,35567719,2008
31800964,94746212,3014
31802762,,3014
30387848,49756064,2008
20379094,49747548,3014
31802178,46263645,2008
57531763,,2008
31800866,46346248,4000
31800865,46346181,4000
18204421,,4000
28357398,49761097,4000
18204943,49755783,3004
56764297,49761259,4000
18203409,49761197,4000
28356541,54460460,4000
28356536,54458154,4000
31800949,,3004
18204963,40488682,3004
18204962,54460177,4000
18204942,49768026,4000
29924966,46346206,4000
18204956,46346184,4000
28357404,94746202,3004
18204911,,2004
18204895,,2004
56976642,49755498,2004
31048926,49767396,2004
52302745,54458006,2004
52300907,90972275,2004
52301221,90972317,2004
56504322,54356417,2004
56976628,,2004
56504319,92337668,2004
57553348,92337720,2004
57553343,49767185,2004
18205096,,2004
31802644,,2004
31801941,40476615,2004
31806183,35567576,2004
31801965,35564305,2004
31048147,56356358,2004
31801612,92337796,2004
56976626,56354025,2004
31802008,56354931,2004
57529720,90972327,2004
31802120,90972283,2004
31802110,,2004
31801588,90974921,2004
31802109,33418877,2004
83770403,,1018
21654896,,1018
83779416,90009611,1018
29925012,49747493,1024
20176626,,1024
30129095,56356391,1024
18205083,49755523,1024
18205051,49755837,1024
85117071,40474764,1024
18205081,54460451,1024
29925052,54354640,1024
31801867,,1024
18205084,90972385,1024
11565979,,2036
31804190,,2036
18039130,90974666,2037
30727230,,2035
11565980,54356401,2036
18039135,49755672,2035
18039129,90974976,2035
20176627,92334913,2036
30727215,92338099,2035
83770084,97049261,1006
31801153,54356411,3014
31801074,90974294,3014
18203853,,2016
31801995,56355630,2016
20378848,92337632,3015
31042072,49768283,3014
31029206,49768270,3014
56763662,49768276,3014
31042071,46197384,3015
31042036,46263643,3015
31801139,,3014
31801138,,3015
31801152,,3015
31802635,,3014
52061749,,3014
31804192,46335119,3015
83779455,,3008
57335521,90971710,3008
21654903,56754536,3008
57062590,90008634,3008
20393092,,2003
20393451,,2003
20393464,,2003
20393320,,2003
57069406,,2003
20393452,,2003
20393110,,2003
20393121,,2003
20393492,,2003
20393295,,2003
20393146,,2003
20393493,,2003
20393334,,2003
20393109,,2003
20393318,,2003
83779615,41117194,2003
20393099,,2003
20393108,,2003
20393090,,2003
52221990,,2003
20393116,,2003
20394484,,2003
20393113,,2003
20393415,,2003
20393300,,2003
83770288,,2003
20393119,,2003
20393305,,2003
20393091,,2003
20393416,,2003
20393102,,2003
20393176,,2003
20393123,,2003
20393465,,2003
20393489,,2003
20393104,,2003
20393478,,2003
52131195,,2003
20393134,,2003
20393139,,2003
20393472,,2003
20394490,,2003
20393491,,2003
20393477,,2003
20394964,,2003
20393132,,2003
20393089,,2003
20393131,,2003
20393467,,2003
20393297,,2003
20393466,,2003
20393301,,2003
20393114,,2003
31745239,,2003
20393107,,2003
20393412,,2003
20393333,,2003
20393487,,2003
20393129,,2003
20393130,,2003
20393330,,2003
20393494,,2003
20394488,,2003
20393463,,2003
20393115,,2003
20393413,,2003
20393331,,2003
20393471,,2003
20393148,,2003
57580291,,2003
20393133,,2003
20393457,,2003
20394485,93270191,2003
20393087,,2003
20393317,,2003
20393479,,2003
20393296,,2003
20393118,,2003
20394487,,2003
20393490,,2003
20393117,,2003
20393461,,2003
20393294,,2003
20393501,,2003
20393476,,2003
20393093,,2003
20393124,,2003
20393100,,2003
20393321,,2003
20393101,,2003
20393086,,2003
20393088,,2003
20393120,,2003
18204485,,1001
18203652,,1001
18205026,,1001
18204401,,1001
18205010,,1001
18204810,,1001
18204488,,1001
18204404,,1001
18204483,,1001
18204402,,1001
18204498,,1001
18205004,,1001
18205002,,1001
18204499,,1001
56974347,,1001
28779477,,1001
18039533,,1001
18039532,,1001
28779438,,1001
28779479,,1001
28779503,,1001
28779437,,1001
18039553,,1001
18039507,,1001
18039536,,1001
18039539,,1001
18039537,,1001
18039534,,1001
28779532,,1001
18039538,,1001
11672012,46282739,2028
11672052,,2028
11672006,,2028
11672050,90972100,2028
83779627,93278008,2028
11672008,,2028
11672049,,2028
56971259,,2028
31043163,,1011
31043156,33466568,1012
31050582,56356462,1011
31043157,54460108,1012
83770128,34356449,1011
31043148,54356227,1012
31026032,90972417,1015
31026046,54354533,1015
56843326,40488421,1015
56971260,33419266,1015
56971283,40474180,1015
56971284,40488091,1015
56971257,46301544,1015
56843371,49746886,1015
57063932,35588834,1015
29398372,90974340,1015
57580317,92338109,1015
16841425,,1009
11815128,,1012
11797357,,1012
83771778,,1009
83771777,,1009
20868453,54363586,1009
30128645,54362799,3001
30128656,92337808,3001
30524682,92338077,3002
30527399,92337886,3002
30524673,54459886,3002
30524669,56356299,3002
30524676,54460479,3002
30524684,56356947,3002
30524689,49747171,3002
31801756,,3001
31051289,92337738,3001
18019459,54356378,3001
30524889,49755553,3002
30387699,49767687,3002
30387658,,3002
52300856,46310533,3001
52300854,46345509,3001
31804879,92338123,4007
31034006,92337513,4007
31048265,92338178,4007
57059619,92338110,4007
31048258,92338103,4007
31805966,90971782,4008
57059620,92351565,4007
31801196,90974966,4008
56764303,,2002
57059618,49747055,4007
31803293,92334617,4007
18195876,49747025,4008
31805963,35569248,4008
56976570,92338116,4007
31804886,94746409,4007
29925044,90974194,2036
28356511,94746380,2020
18039089,33441622,2036
18039022,90972425,2018
28356507,90972079,2036
18039021,90972422,2036
18039090,90971869,2018
18039221,90974067,2018
29925055,90974288,2036
18039219,90974184,2018
29926109,90971631,4006
31042031,49756328,4008
31043059,34356446,4006
31042064,,4008
20376808,46345419,4006
20376806,56356534,4006
31042030,46300112,4006
31042053,54460047,4006
20376821,92337592,4006
31042076,56356169,4006
31042075,56354647,4006
20380934,40487873,2005
20380935,,2005
31802660,92337797,2014
29926113,49756045,2014
31802517,,2014
31802516,49747402,2014
28357416,,2014
20379077,40468345,2014
31030002,90974942,2014
31805817,,2014
31809139,56356812,2014
31809138,92337988,2014
31805816,40474900,2014
20378364,40476607,2010
20378363,40475136,2010
20381043,40476603,2014
20381102,40488465,2014
31802518,54460040,2009
31802746,,2005
31803409,,2005
31802749,,2005
31803422,,2005
31802747,92351730,2005
31802748,,2005
31803281,,2005
20378355,92337578,2005
20378356,,2005
31809134,33418578,2014
31802671,92337531,2014
31802513,46335291,2014
31802512,49763101,2014
31805101,46263897,2014
20380217,54460335,2005
20376874,56357000,2005
20381100,90972087,2014
31801241,40475319,2014
31805085,40488663,2014
20380936,40488727,2009
20381037,35567571,2014
20381105,40474678,2014
31802683,49756016,2014
31802659,46335052,2014
83779356,,2022
83779353,,1009
83779601,,1011
83779610,,1011
83779497,,1011
31804954,,1012
20377541,40488428,1012
31804948,,1012
31804252,46301609,1012
31803062,56356036,1012
20376599,40474708,1012
31804953,90975005,1012
31800113,56356344,1012
20377559,,1012
